libellé métier,lien site onisep.fr,nom publication,collection,année,gencod,GFE,code ROME,libellé ROME,lien ROME
officier / officière de police,http://www.onisep.fr/http/redirection/metier/identifiant/10265,Les métiers auprès des enfants,Parcours,2015,9782273012294,"T : Environnement, nettoyage, sécurité",K1704,Management de la sécurité publique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1704
chargé / chargée hygiène sécurité environnement (HSE),http://www.onisep.fr/http/redirection/metier/identifiant/10262,Les métiers de l'environnement et du développement durable,Parcours,2015,9782273012331,"T : Environnement, nettoyage, sécurité",H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1302
chargé / chargée hygiène sécurité environnement (HSE),http://www.onisep.fr/http/redirection/metier/identifiant/10262,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,"T : Environnement, nettoyage, sécurité",H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1302
administrateur / administratrice de base de données,http://www.onisep.fr/http/redirection/metier/identifiant/10056,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1801,Administration de systèmes d'information,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1801
chef / cheffe de produit marketing,http://www.onisep.fr/http/redirection/metier/identifiant/10061,Les métiers du commerce et de la vente,Parcours,2018,9782273013864,"Q : Commerce, gestion, finances",M1703,Management et gestion de produit,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1703
chef / cheffe de produit marketing,http://www.onisep.fr/http/redirection/metier/identifiant/10061,"Les métiers du marketing, de la publicité et de la vente",Parcours,2016,9782273012799,"Q : Commerce, gestion, finances",M1703,Management et gestion de produit,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1703
chargé / chargée d'études en marketing,http://www.onisep.fr/http/redirection/metier/identifiant/10062,Les métiers du commerce et de la vente,Parcours,2018,9782273013864,"Q : Commerce, gestion, finances",M1403,Études et prospectives socio-économiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1403
responsable de la promotion des ventes,http://www.onisep.fr/http/redirection/metier/identifiant/10063,"Les métiers du marketing, de la publicité et de la vente",Parcours,2016,9782273012799,"Q : Commerce, gestion, finances",M1706,Promotion des ventes,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1706
ingénieur technico-commercial / ingénieure technico-commerciale,http://www.onisep.fr/http/redirection/metier/identifiant/10066,Les métiers de l'informatique,Parcours,2017,9782273013291,"Q : Commerce, gestion, finances",D1407,Relation technico-commerciale,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1407
attaché commercial / attachée commerciale,http://www.onisep.fr/http/redirection/metier/identifiant/10067,Les métiers de l'automobile,Parcours,2018,9782273013840,"Q : Commerce, gestion, finances",D1402,Relation commerciale grands comptes et entreprises,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1402
chargé / chargée d'études économiques,http://www.onisep.fr/http/redirection/metier/identifiant/10036,,Fiches métiers / onisep.fr,,,"Q : Commerce, gestion, finances",M1403,Études et prospectives socio-économiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1403
expert-comptable / experte-comptable,http://www.onisep.fr/http/redirection/metier/identifiant/10041,Les métiers de la comptabilité et de la gestion,Parcours,2017,9782273013246,"Q : Commerce, gestion, finances",M1202,Audit et contrôle comptables et financiers,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1202
développeur / développeuse informatique,http://www.onisep.fr/http/redirection/metier/identifiant/10053,Les métiers du Web,Parcours,2015,9782273012270,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1805,Études et développement informatique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1805
ingénieur / ingénieure système,http://www.onisep.fr/http/redirection/metier/identifiant/10055,Les métiers de l'informatique,Parcours,2017,9782273013291,"P : Gestion et traitement de l'information (informatique, statistique, documentation)",M1805,Études et développement informatique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1805
acheteur / acheteuse,http://www.onisep.fr/http/redirection/metier/identifiant/10068,Les métiers de l'automobile,Parcours,2018,9782273013840,"Q : Commerce, gestion, finances",M1101,Achat,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1101
acheteur / acheteuse,http://www.onisep.fr/http/redirection/metier/identifiant/10068,Les métiers de l'énergie,Parcours,2016,9782273012812,"Q : Commerce, gestion, finances",M1101,Achat,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1101
acheteur / acheteuse,http://www.onisep.fr/http/redirection/metier/identifiant/10068,Les métiers de la mode et du luxe,Parcours,2014,9782273011860,"Q : Commerce, gestion, finances",M1101,Achat,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1101
vendeur / vendeuse en magasin,http://www.onisep.fr/http/redirection/metier/identifiant/10071,Les métiers du commerce et de la vente,Parcours,2018,9782273013864,"Q : Commerce, gestion, finances",D1214,Vente en habillement et accessoires de la personne,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1214
vendeur / vendeuse en magasin,http://www.onisep.fr/http/redirection/metier/identifiant/10071,Les métiers de la mode et du luxe,Parcours,2014,9782273011860,"Q : Commerce, gestion, finances",D1212,Vente en décoration et équipement du foyer,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1212
vendeur / vendeuse en magasin,http://www.onisep.fr/http/redirection/metier/identifiant/10071,Les métiers de la mode et du luxe,Parcours,2014,9782273011860,"Q : Commerce, gestion, finances",D1106,Vente en alimentation,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1106
responsable du service après-vente,http://www.onisep.fr/http/redirection/metier/identifiant/10072,Les métiers de l'automobile,Parcours,2018,9782273013840,"Q : Commerce, gestion, finances",I1402,Réparation de biens électrodomestiques et multimédia,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1402
commerçant / commerçante en alimentation,http://www.onisep.fr/http/redirection/metier/identifiant/10073,,Fiches métiers / onisep.fr,,,"Q : Commerce, gestion, finances",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
dépanneur / dépanneuse en électroménager,http://www.onisep.fr/http/redirection/metier/identifiant/10372,,Fiches métiers / onisep.fr,,,"H : Electricité, énergie, électronique",I1402,Réparation de biens électrodomestiques et multimédia,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1402
contrôleur / contrôleuse technique automobile,http://www.onisep.fr/http/redirection/metier/identifiant/100247,Les métiers de l'automobile,Parcours,2018,9782273013840,F : Mécanique,I1604,Mécanique automobile et entretien de véhicules,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1604
technicien électrotechnicien / technicienne électrotechnicienne,http://www.onisep.fr/http/redirection/metier/identifiant/10368,Les métiers de l'énergie,Parcours,2016,9782273012812,"H : Electricité, énergie, électronique",I1309,Maintenance électrique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1309
technicien électrotechnicien / technicienne électrotechnicienne,http://www.onisep.fr/http/redirection/metier/identifiant/10368,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,"H : Electricité, énergie, électronique",I1309,Maintenance électrique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1309
horloger / horlogère,http://www.onisep.fr/http/redirection/metier/identifiant/10367,,Fiches métiers / onisep.fr,,,F : Mécanique,H2909,Montage-assemblage mécanique,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2909
mécanicien / mécanicienne d'entretien d'avion,http://www.onisep.fr/http/redirection/metier/identifiant/10365,,Fiches métiers / onisep.fr,,,F : Mécanique,I1602,Maintenance d'aéronefs,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1602
électricien installateur / électricienne installatrice,http://www.onisep.fr/http/redirection/metier/identifiant/100255,Les métiers de l'énergie,Parcours,2016,9782273012812,"H : Electricité, énergie, électronique",F1602,Électricité bâtiment,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1602
cordiste,http://www.onisep.fr/http/redirection/metier/identifiant/100240,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,C : Bâtiment,I1501,Intervention en grande hauteur,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1501
libraire,http://www.onisep.fr/http/redirection/metier/identifiant/10080,Les métiers du livre,Parcours,2017,9782273013260,"U : Communication, médias",D1211,Vente en articles de sport et loisirs,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1211
agent immobilier / agente immobilière,http://www.onisep.fr/http/redirection/metier/identifiant/10081,Les métiers de l'immobilier,Parcours,2018,9782273013918,"Q : Commerce, gestion, finances",C1504,Transaction immobilière,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1504
ingénieur / ingénieure chimiste,http://www.onisep.fr/http/redirection/metier/identifiant/10334,Les métiers de la chimie,Parcours,2016,9782273012867,"J : Transformation des matériaux, procédés (biologie, chimie, physique)",H2502,Management et ingénierie de production,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2502
accompagnateur / accompagnatrice de tourisme équestre,http://www.onisep.fr/http/redirection/metier/identifiant/10258,Les métiers du sport,Parcours,2017,9782273013321,"S : Hôtellerie, tourisme, loisirs",G1201,"Accompagnement de voyages, d'activités culturelles ou sportives",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1201
guide de haute montagne,http://www.onisep.fr/http/redirection/metier/identifiant/10255,Les métiers du sport,Parcours,2017,9782273013321,"S : Hôtellerie, tourisme, loisirs",G1201,"Accompagnement de voyages, d'activités culturelles ou sportives",http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1201
animateur socioculturel / animatrice socioculturelle,http://www.onisep.fr/http/redirection/metier/identifiant/10253,Les métiers auprès des enfants,Parcours,2015,9782273012294,"S : Hôtellerie, tourisme, loisirs",G1202,Animation d'activités culturelles ou ludiques,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1202
éducateur / éducatrice de jeunes enfants,http://www.onisep.fr/http/redirection/metier/identifiant/10251,Les métiers auprès des enfants,Parcours,2015,9782273012294,"R : Santé, social, soins personnels",K1202,Éducation de jeunes enfants,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1202
éducateur / éducatrice de jeunes enfants,http://www.onisep.fr/http/redirection/metier/identifiant/10251,Les métiers des associations de l'aide et du soin à domicile,Zoom,2017,9782273013628,"R : Santé, social, soins personnels",K1202,Éducation de jeunes enfants,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1202
matelot de la marine marchande,http://www.onisep.fr/http/redirection/metier/identifiant/100238,Les métiers de marins,Zoom,2017,9782273013611,"O : Transport, logistique",N3102,Equipage de la navigation maritime,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N3102
menuisier / menuisière,http://www.onisep.fr/http/redirection/metier/identifiant/10029,Les métiers du bâtiment et des travaux publics,Parcours,2016,9782273012782,M : Travail du bois,F1608,Pose de revêtements rigides,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1608
menuisier / menuisière,http://www.onisep.fr/http/redirection/metier/identifiant/10029,Les métiers de la forêt et du bois,Zoom,2017,9782273013635,M : Travail du bois,H2206,Réalisation de menuiserie bois et tonnellerie,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2206
responsable du back office,http://www.onisep.fr/http/redirection/metier/identifiant/10098,"Les métiers de la banque, de la finance et de l'assurance",Parcours,2016,9782273012829,"Q : Commerce, gestion, finances",,,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=
analyste de crédit,http://www.onisep.fr/http/redirection/metier/identifiant/10093,"Les métiers de la banque, de la finance et de l'assurance",Parcours,2016,9782273012829,"Q : Commerce, gestion, finances",C1202,Analyse de crédits et risques bancaires,http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1202
