NUMERO_UAI,Région,Département,Code_commune_Insee,Libellé Commune,Dénomination établissement,Patromyne établissement,Adresse_établissement,Code_postal,Type_établissement,Rep+,Rep,DISTANCE_QPV le plus proche,QPV,Qualité
0611023F,Normandie,61,61006,Argentan,COLLEGE,FRANCOIS TRUFFAUT,26 rue DU PATY,61201,COLLEGE,Non,Non,"67,82113224",QP061002,Parfaite
0622428C,Hauts de France,62,62178,Bruay-la-Buissière,COLLEGE,EDMOND ROSTAND,RUE D'ISBERGUES,62700,COLLEGE,Non,Non,"69,70746992",QP062011,Parfaite
0300055X,Occitanie,30,30028,Bagnols-sur-Cèze,COLLEGE,BERNARD DE VENTADOUR,19 avenue DU BORDELET,30205,COLLEGE,Non,Non,"71,31177022",QP030010,Parfaite
0491764B,Pays de la Loire,49,49007,Angers,COLLEGE,CLAUDE DEBUSSY,5 rue DU COLONEL LEON FAYE,49017,COLLEGE,Non,Non,"71,78500854",QP049005,Parfaite
0350760L,Bretagne,35,35238,Rennes,COLLEGE,CLEUNAY,26 rue ANDREE RECIPON,35000,COLLEGE,Non,Non,"71,97464139",QP035006,Parfaite
0500062W,Normandie,50,50129,Cherbourg-en-Cotentin,COLLEGE,LE FERRONAY,41 chemin du Ferronay,50130,COLLEGE,Non,Non,"74,4801424",QP050005,Parfaite
0541501N,Grand Est,54,54395,Nancy,COLLEGE,LOUIS ARMAND,33 avenue DE BRABOIS,54052,COLLEGE,Non,Non,"74,96855564",QP054016,Parfaite
0631120A,Auvergne-Rhône-Alpes,63,63113,Clermont-Ferrand,COLLEGE,GERARD PHILIPE,19 rue FRANCOIS TARAVANT,63100,COLLEGE,Non,Non,"76,17522007",QP063004,Parfaite
0040044B,Provence-Alpes-Côte d'Azur,04,4070,Digne-les-Bains,COLLEGE,MARIA BORRELY,5 place DES CORDELIERS,4004,COLLEGE,Non,Non,"78,98883698",QP004001,Parfaite
0040013T,Provence-Alpes-Côte d'Azur,04,4112,Manosque,COLLEGE,MONT D'OR (LE),BOULEVARD MARTIN NALIN,4100,COLLEGE,Non,Non,"79,19565859",QP004002,MANUEL
0311687R,Occitanie,31,31149,Colomiers,COLLEGE,LEON BLUM,2 chemin DU MAOURE,31770,COLLEGE,Non,Non,"80,05087636",QP031005,Parfaite
0060045S,Provence-Alpes-Côte d'Azur,06,6088,Nice,COLLEGE,ANTOINE RISSO,8 boulevard PIERRE SOLA,6300,COLLEGE,Non,Non,"80,41397846",QP006015,Parfaite
0870023C,Nouvelle Aquitaine,87,87085,Limoges,COLLEGE,LEON BLUM,8 rue CHARLES BACH,87000,COLLEGE,Non,Non,"80,50871985",QP087003,Parfaite
0340115R,Occitanie,34,34301,Sète,COLLEGE,PAUL VALERY,55 rue PAUL VALERY,34200,COLLEGE,Non,Non,"82,20087169",QP034018,Parfaite
0280803W,Centre-Val de Loire,28,28218,Lucé,COLLEGE,EDOUARD HERRIOT,2 rue de Bruxelles,28114,COLLEGE,Non,Non,"83,97886295",QP028004,Parfaite
0622268D,Hauts de France,62,62083,Barlin,COLLEGE,JEAN MOULIN,66 rue D'HERSIN,62620,COLLEGE,Non,Non,"87,28505228",QP062007,Parfaite
0110037F,Occitanie,11,11069,Carcassonne,COLLEGE,ALAIN,RUE EMILE ALAIN,11870,COLLEGE,Non,Non,"89,24651158",QP011003,Parfaite
0692420F,Auvergne-Rhône-Alpes,69,69115,Limas,COLLEGE,MAURICE UTRILLO,Rue DU FOREST - LIMAS,69665,COLLEGE,Non,Non,"89,42855857",QP069008,Correcte
0080910W,Grand Est,08,8409,Sedan,COLLEGE,TURENNE,21 place CRUSSY,8200,COLLEGE,Non,Non,"90,65963612",QP008007,Parfaite
0681757R,Grand Est,68,68154,Illzach,COLLEGE,ANNE FRANK,8 rue DES IRIS,68110,COLLEGE,Non,Non,"91,66189423",QP068006,Parfaite
0240119Z,Nouvelle Aquitaine,24,24037,Bergerac,COLLEGE,EUGENE LE ROY,53 rue LOUIS LEGER VAUTHIER,24100,COLLEGE,Non,Non,"95,73567069",QP024001,MANUEL
0594881K,Hauts de France,59,59350,Lille,COLLEGE,MARTHA DESRUMAUX,16 rue Vantroyen,59000,COLLEGE,Non,Non,"95,95728941",QP059075,Parfaite
0540047H,Grand Est,54,54304,Laxou,COLLEGE,VICTOR PROUVE,10  ROUTE DE VILLERS,54520,COLLEGE,Non,Non,"96,37888722",QP054013,Parfaite
0781101Y,Île-de-France,78,78498,Poissy,COLLEGE,LE CORBUSIER,88 rue de Villiers,78300,COLLEGE,Non,Non,"97,97303193",QP078019,Parfaite
0440283U,Pays de la Loire,44,44109,Nantes,COLLEGE,LIBERTAIRE RUTIGLIANO,60 rue DE L ERAUDIERE,44319,COLLEGE,Non,Non,"98,61684626",QP044010,Parfaite
0595172B,Hauts de France,59,59481,Le Quesnoy,COLLEGE,EUGENE THOMAS,5 rue de l'Etang du Mayeur,59530,COLLEGE,Non,Non,"98,70956042",QP059043,Parfaite
0470103G,Nouvelle Aquitaine,47,47157,Marmande,COLLEGE,JEAN MOULIN,RUE JEAN MERMOZ,47207,COLLEGE,Non,Non,"103,2847143",QP047006,MANUEL
0260012X,Auvergne-Rhône-Alpes,26,26166,Loriol-sur-Drôme,COLLEGE,DANIEL FAUCHER,12 place DU CHAMP DE MARS,26270,COLLEGE,Non,Non,"106,4035069",QP026011,Parfaite
0572187T,Grand Est,57,57224,Folschviller,COLLEGE,ALEXANDRE DREUX,Rue D'USSON DU POITOU,57730,COLLEGE,Non,Non,"106,6874732",QP057014,Parfaite
0951403J,Île-de-France,95,95476,Osny,COLLEGE,LA BRUYERE,118  CHAUSSéE JULES CESAR,95520,COLLEGE,Non,Non,"111,2270913",QP095014,Parfaite
0840020R,Provence-Alpes-Côte d'Azur,84,84035,Cavaillon,COLLEGE,CLOVIS HUGUES,Avenue FAMILLE JOUVE,84305,COLLEGE,Non,Non,"111,9962603",QP084021,Parfaite
0061174U,Provence-Alpes-Côte d'Azur,06,6029,Cannes,COLLEGE,GERARD PHILIPE,1 avenue Alfred de Vigny,6150,COLLEGE,Non,Non,"112,0921498",QP006003,Parfaite
0060841G,Provence-Alpes-Côte d'Azur,06,6088,Nice,COLLEGE,JEAN-HENRI FABRE,Boulevard HENRI SAPPIA,6102,COLLEGE,Non,Non,"113,2170739",QP006001,Parfaite
0921494Z,Île-de-France,92,92025,Colombes,COLLEGE,GAY LUSSAC,12 rue GAY-LUSSAC,92700,COLLEGE,Non,Non,"115,5811409",QP092021,Parfaite
0932311G,Île-de-France,93,93032,Gagny,COLLEGE,THEODORE MONOD,5 vieux chemin DE MEAUX,93220,COLLEGE,Non,Non,"115,6112676",QP093056,Parfaite
0370041U,Centre-Val de Loire,37,37261,Tours,COLLEGE,MICHELET,38 rue Galpin Thiou,37000,COLLEGE,Non,Non,"118,6674115",QP037009,Parfaite
0752385K,Île-de-France,75,75113,Paris 13e  Arrondissement,COLLEGE,ELSA TRIOLET,9 rue YEO THOMAS,75013,COLLEGE,Non,Non,"120,4097652",QP075005,Parfaite
0921547G,Île-de-France,92,92004,Asnières-sur-Seine,COLLEGE,VOLTAIRE,21 rue MONTAIGNE,92600,COLLEGE,Non,Non,"120,5628359",QP092017,Parfaite
0772191N,Île-de-France,77,77296,Moissy-Cramayel,COLLEGE,LA BOETIE,67 rue DES DROITS DE L'HOMME,77550,COLLEGE,Non,Non,"121,2512607",QP077022,Parfaite
0330106L,Nouvelle Aquitaine,33,33318,Pessac,COLLEGE,FRANCOIS MITTERRAND,3 rue André Chénier,33600,COLLEGE,Non,Non,"121,3618359",QP033020,MANUEL
0300929X,Occitanie,30,30189,Nâmes,COLLEGE,DU MONT DUPLAN,5 avenue PELADAN,30000,COLLEGE,Non,Non,"125,1699881",QP030004,Parfaite
0911490A,Île-de-France,91,91103,Brétigny-sur-Orge,COLLEGE,PABLO NERUDA,2 avenue DES CIGOGNES,91220,COLLEGE,Non,Non,"125,4188614",QP091007,Parfaite
0790052C,Nouvelle Aquitaine,79,79191,Niort,COLLEGE,PIERRE ET MARIE CURIE,175 rue DU MARECHAL LECLERC,79002,COLLEGE,Non,Non,"125,4517128",QP079003,Parfaite
0840759U,Provence-Alpes-Côte d'Azur,84,84003,Apt,COLLEGE,CHARLES DE GAULLE (PLACE),104 place Charles de Gaulle,84405,COLLEGE,Non,Non,"125,8207542",QP084017,Parfaite
0931005M,Île-de-France,93,93010,Bondy,COLLEGE,PIERRE CURIE,128 route DE VILLEMOMBLE,93140,COLLEGE,Non,Non,"128,1982023",QP093013,Parfaite
0133788X,Provence-Alpes-Côte d'Azur,13,13202,Marseille  2e  Arrondissement,COLLEGE,JEAN CLAUDE IZZO,2  PLACE D'ESPERCIEUX,13002,COLLEGE,Oui,Non,"129,6982275",QP013032,Moyenne
0100019S,Grand Est,10,10333,Saint-André-les-Vergers,COLLEGE,DE LA VILLENEUVE,3 avenue Charles de Refuge,10003,COLLEGE,Non,Non,"130,2000137",QP010005,Correcte
0010974D,Auvergne-Rhône-Alpes,01,1053,Bourg-en-Bresse,COLLEGE,VICTOIRE DAUBIE,60 place CAMILLE CLAUDEL,1000,COLLEGE,Non,Non,"130,2989383",QP001002,Parfaite
0383370G,Auvergne-Rhône-Alpes,38,38185,Grenoble,COLLEGE,AIME CESAIRE,2 rue AIME CESAIRE,38037,COLLEGE,Non,Non,"132,3917285",QP038006,Parfaite
0771518G,Île-de-France,77,77445,Savigny-le-Temple,COLLEGE,LOUIS ARMAND,24 rue DE SAVIGNY,77176,COLLEGE,Non,Non,"134,2568195",QP077023,MANUEL
0762286X,Normandie,76,76057,Barentin,COLLEGE,CATHERINE BERNARD,65 avenue ANDRE MAUROIS,76360,COLLEGE,Non,Non,"137,8037789",QP076027,Parfaite
0693093M,Auvergne-Rhône-Alpes,69,69266,Villeurbanne,COLLEGE,DU TONKIN,2 allée DU LYS ORANGE,69616,COLLEGE,Non,Non,"139,6042149",QP069025,Correcte
0080897G,Grand Est,08,8362,Rethel,COLLEGE,ROBERT DE SORBON,1-3 rue ETIENNE DOLET,8300,COLLEGE,Non,Non,"140,1940257",QP008008,Parfaite
0251116C,Bourgogne-Franche-Comté,25,25056,Besançon,COLLEGE,CLAIRS SOLEILS,2 chemin Bois Saint-Paul,25025,COLLEGE,Non,Non,"140,6281705",QP025006,Parfaite
0133196D,Provence-Alpes-Côte d'Azur,13,13117,Vitrolles,COLLEGE,SIMONE DE BEAUVOIR,97 avenue JEAN MONNET,13127,COLLEGE,Non,Non,"140,7669298",QP013019,Parfaite
0511474A,Grand Est,51,51262,Frignicourt,COLLEGE,PIERRE-GILLES DE GENNES,Rue MARCEL ALIN,51300,COLLEGE,Non,Non,"141,1378666",QP051011,Parfaite
0610056E,Normandie,61,61001,Alençon,COLLEGE,SAINT EXUPERY,Rue Gay-Lussac,61041,COLLEGE,Non,Non,"141,3528466",QP061007,Parfaite
0300947S,Occitanie,30,30007,Alès,COLLEGE,ALPHONSE DAUDET,4  AVENUE PAUL LANGEVIN,30100,COLLEGE,Non,Non,"145,3650158",QP030001,Parfaite
0131932E,Provence-Alpes-Côte d'Azur,13,13201,Marseille  1er Arrondissement,COLLEGE,LONGCHAMP,23  RUE JEAN DE BERNARDY,13232,COLLEGE,Non,Non,"146,0043091",QP013032,Parfaite
0931219V,Île-de-France,93,93061,Le Pré-Saint-Gervais,COLLEGE,JEAN-JACQUES ROUSSEAU,24 rue EMILE AUGIER,93310,COLLEGE,Non,Non,"146,3790537",QP075016,Parfaite
0592830F,Hauts de France,59,59220,Faches-Thumesnil,COLLEGE,JEAN ZAY,22 rue Jean-Baptiste Clément,59155,COLLEGE,Non,Non,"148,3972933",QP059074,Parfaite
0921242A,Île-de-France,92,92014,Bourg-la-Reine,COLLEGE,EVARISTE GALOIS,34  RUE DE FONTENAY,92340,COLLEGE,Non,Non,"149,2510046",QP092009,Parfaite
0380356F,Auvergne-Rhône-Alpes,38,38169,Fontaine,COLLEGE,JULES VALLES,11 rue LEON PINEL,38602,COLLEGE,Non,Non,"150,0812486",QP038005,Parfaite
0650031F,Occitanie,65,65440,Tarbes,COLLEGE,DESAIX,28 bis rue DESAIX,65016,COLLEGE,Non,Non,"151,9868787",QP065003,Correcte
0541211Y,Grand Est,54,54184,Essey-lès-Nancy,COLLEGE,EMILE GALLE,20 rue du Général de Gaulle,54270,COLLEGE,Non,Non,"152,5057027",QP054001,Parfaite
0870771R,Nouvelle Aquitaine,87,87085,Limoges,COLLEGE,BERNARD DE VENTADOUR,76 rue DU PUY VINCENT,87000,COLLEGE,Non,Non,"153,8093156",QP087001,Parfaite
0772274D,Île-de-France,77,77445,Savigny-le-Temple,COLLEGE,LA GRANGE DU BOIS,2 avenue VICTOR SCHOELCHER,77176,COLLEGE,Non,Non,"154,4790942",QP077024,Parfaite
0910714G,Île-de-France,91,91114,Brunoy,COLLEGE,ALBERT CAMUS,107  ROUTE DE BRIE,91805,COLLEGE,Non,Non,"154,7466599",QP091011,Parfaite
0921622N,Île-de-France,92,92004,Asnières-sur-Seine,COLLEGE,AUGUSTE RENOIR,1 villa ROUVEYROL,92600,COLLEGE,Non,Non,"155,7429111",QP092013,Parfaite
0451544J,Centre-Val de Loire,45,45147,Fleury-les-Aubrais,COLLEGE,ANDRE CHENE,36 rue du 11 Novembre,45400,COLLEGE,Non,Non,"156,1678847",QP045006,Parfaite
0911146B,Île-de-France,91,91657,Vigneux-sur-Seine,COLLEGE,HENRI WALLON,57 rue GASTON GRINBAUM,91270,COLLEGE,Non,Non,"157,8288199",QP091031,Parfaite
0371248F,Centre-Val de Loire,37,37003,Amboise,COLLEGE,ANDRE MALRAUX,15 BIS RUE DU CLOS DES GARDES,37400,COLLEGE,Non,Non,"159,6612943",QP037012,Parfaite
0060021R,Provence-Alpes-Côte d'Azur,06,6069,Grasse,COLLEGE,SAINT HILAIRE,26 rue ANCIEN PALAIS DE JUSTICE,6130,COLLEGE,Non,Non,"160,7746921",QP006005,Parfaite
0080829H,Grand Est,08,8105,Charleville-Mézières,COLLEGE,JEAN DE LA FONTAINE,RUE JEAN DE LA FONTAINE,8109,COLLEGE,Non,Non,"161,1917286",QP008003,Correcte
0382035F,Auvergne-Rhône-Alpes,38,38185,Grenoble,COLLEGE,CHARLES MUNCH,11 rue PAUL DOUMER,38100,COLLEGE,Non,Non,"161,3433708",QP038008,Parfaite
0931723T,Île-de-France,93,93064,Rosny-sous-Bois,COLLEGE,LANGEVIN WALLON,4 rue CONRAD ADENAUER,93110,COLLEGE,Non,Non,"161,3728074",QP093063,Parfaite
0530790W,Pays de la Loire,53,53130,Laval,COLLEGE,JACQUES MONOD,27 boulevard FREDERIC CHAPLET,53014,COLLEGE,Non,Non,"161,8457945",QP053001,Parfaite
0340972X,Occitanie,34,34301,Sète,COLLEGE,VICTOR HUGO,5 quai FRANCOIS MAILLOL,34202,COLLEGE,Non,Non,"161,9955633",QP034018,Parfaite
0751706X,Île-de-France,75,75119,Paris 19e  Arrondissement,COLLEGE,CHARLES PEGUY,69 avenue SIMON BOLIVAR,75019,COLLEGE,Non,Non,"162,0769543",QP075002,Parfaite
0860984C,Nouvelle Aquitaine,86,86066,Châtellerault,COLLEGE,RENE DESCARTES,98 boulevard DE BLOSSAC,86106,COLLEGE,Non,Non,"163,9878408",QP086002,Parfaite
0170081W,Nouvelle Aquitaine,17,17299,Rochefort,COLLEGE,LA FAYETTE,2 boulevard de la Résistance,17300,COLLEGE,Non,Non,"164,0721699",QP017004,Parfaite
0594304H,Hauts de France,59,59526,Saint-Amand-les-Eaux,COLLEGE,MARIE CURIE,51 rue DES VIVIERS DU CLOS,59230,COLLEGE,Non,Non,"164,240765",QP059057,Correcte
0620154F,Hauts de France,62,62643,Outreau,COLLEGE,ALBERT CAMUS,96 rue PRESIDENT KENNEDY,62230,COLLEGE,Non,Non,"164,5191236",QP062053,Parfaite
0061668F,Provence-Alpes-Côte d'Azur,06,6069,Grasse,COLLEGE,LES JASMINS-STE MARGUERITE,5 chemin STE MARGUERITE,6130,COLLEGE,Non,Non,"164,8922075",QP006006,Parfaite
0300031W,Occitanie,30,30202,Pont-Saint-Esprit,COLLEGE,GEORGE VILLE,24 place Général Leclerc,30134,COLLEGE,Non,Non,"167,7414376",QP030011,Parfaite
0940042K,Île-de-France,94,94081,Vitry-sur-Seine,COLLEGE,ADOLPHE CHERIOUX,247 rue EDOUARD TREMBLAY,94408,COLLEGE,Non,Non,"168,022281",QP094021,Correcte
0900018F,Bourgogne-Franche-Comté,90,90010,Belfort,COLLEGE,ARTHUR RIMBAUD,55 faubourg des Ancêtres,90016,COLLEGE,Non,Non,"168,0623747",QP090001,Parfaite
0660017K,Occitanie,66,66136,Perpignan,COLLEGE,JEAN MACE,10 boulevard des Pyrénées,66000,COLLEGE,Non,Non,"168,5965199",QP066008,Parfaite
0491859E,Pays de la Loire,49,49099,Cholet,COLLEGE,TREMOLIERES,18  RUE DE CHENONCEAUX,49307,COLLEGE,Non,Non,"169,5056911",QP049012,Parfaite
0750507U,Île-de-France,75,75119,Paris 19e  Arrondissement,COLLEGE,GEORGES BRASSENS,4  RUE ERIK SATIE,75019,COLLEGE,Non,Non,"170,011756",QP075016,Parfaite
0951636M,Île-de-France,95,95637,Vauréal,COLLEGE,LES TOUPETS,46 avenue LOUISE MICHEL,95490,COLLEGE,Non,Non,"170,2028665",QP095019,Parfaite
0240004Z,Nouvelle Aquitaine,24,24037,Bergerac,COLLEGE,HENRI IV,2 rue LAKANAL,24108,COLLEGE,Non,Non,"171,0113529",QP024002,MANUEL
0622581U,Hauts de France,62,62427,Hénin-Beaumont,COLLEGE,GERARD PHILIPE,225 PLACE WAGON,62110,COLLEGE,Non,Non,"171,2317555",QP062044,Parfaite
0780856G,Île-de-France,78,78208,Elancourt,COLLEGE,L AGIOT,1 avenue de la Frise,78990,COLLEGE,Non,Non,"171,275124",QP078004,Parfaite
0441610L,Pays de la Loire,44,44162,Saint-Herblain,COLLEGE,GUTENBERG,Avenue DE L ANGEVINIERE,44800,COLLEGE,Non,Non,"171,6213897",QP044019,Parfaite
0692419E,Auvergne-Rhône-Alpes,69,69096,Grigny,COLLEGE,EMILE MALFROY,3 rue de la République,69520,COLLEGE,Non,Non,"176,6285396",QP069040,Parfaite
0332768E,Nouvelle Aquitaine,33,33063,Bordeaux,COLLEGE,ALIENOR D AQUITAINE,16 rue DON DEVIENNE,33800,COLLEGE,Non,Non,"176,952662",QP033008,MANUEL
0930593P,Île-de-France,93,93064,Rosny-sous-Bois,COLLEGE,SAINT EXUPERY,173 rue Victor Hugo,93110,COLLEGE,Non,Non,"180,4154334",QP093062,Parfaite
0940100Y,Île-de-France,94,94028,Créteil,COLLEGE,PLAISANCE,97 avenue LAFERRIERE,94000,COLLEGE,Non,Non,"180,6145517",QP094007,Parfaite
0931439J,Île-de-France,93,93045,Les Lilas,COLLEGE,MARIE CURIE,10 boulevard Jean Jaurès,93260,COLLEGE,Non,Non,"180,6433499",QP093027,Parfaite
0132009N,Provence-Alpes-Côte d'Azur,13,13001,Aix-en-Provence,COLLEGE,CHATEAU DOUBLE,2 rue A FLEMING,13090,COLLEGE,Non,Non,"185,1026399",QP013014,Parfaite
0561330S,Bretagne,56,56121,Lorient,COLLEGE,ANITA CONTI,Rue MONISTROL,56321,COLLEGE,Non,Non,"185,6850896",QP056005,Parfaite
0692414Z,Auvergne-Rhône-Alpes,69,69040,Champagne-au-Mont-d'Or,COLLEGE,JEAN-PHILIPPE RAMEAU,Rue JEAN-PHILIPPE RAMEAU,69410,COLLEGE,Non,Non,"188,4842149",QP069037,Parfaite
0500095G,Normandie,50,50502,Saint-Lô,COLLEGE,LOUIS PASTEUR,21 rue Maréchal de Lattre de Tassigny,50004,COLLEGE,Non,Non,"189,6162591",QP050002,Correcte
0760173A,Normandie,76,76681,Sotteville-lès-Rouen,COLLEGE,JEAN ZAY,Rue DE SAINT-YON,76300,COLLEGE,Non,Non,"189,7194314",QP076026,Parfaite
0911152H,Île-de-France,91,91457,La Norville,COLLEGE,JEAN MOULIN,4 rue DE LA COMMUNE DE PARIS,91290,COLLEGE,Non,Non,"189,9058723",QP091035,Parfaite
0760021K,Normandie,76,76212,Darnétal,COLLEGE,EMILE CHARTIER,18 rue ANDRE MAUROIS,76160,COLLEGE,Non,Non,"192,515344",QP076013,Parfaite
0110810W,Occitanie,11,11069,Carcassonne,COLLEGE,DE GRAZAILLES,2 rue DU MOULIN DE LA SEIGNE,11000,COLLEGE,Non,Non,"193,1862771",QP011006,Parfaite
0360496U,Centre-Val de Loire,36,36044,Châteauroux,COLLEGE,BEAULIEU,7 rue Max Hymans,36000,COLLEGE,Non,Non,"194,4024071",QP036001,Parfaite
0611156A,Normandie,61,61214,L'Aigle,COLLEGE,FRANCOISE DOLTO,5 rue Souchey,61300,COLLEGE,Non,Non,"195,439413",QP061005,Parfaite
0932580Z,Île-de-France,93,93007,Le Blanc-Mesnil,COLLEGE,JACQUELINE DE ROMILLY,80 avenue Aristide Briand,93150,COLLEGE,Non,Non,"196,8681106",QP093055,MANUEL
0610003X,Normandie,61,61001,Alençon,COLLEGE,JEAN RACINE,75 place du Champ du Roi,61000,COLLEGE,Non,Non,"198,0367315",QP061006,Parfaite
0910021D,Île-de-France,91,91228,Evry-Courcouronnes,COLLEGE,LE VILLAGE,10 rue du Village,91000,COLLEGE,Non,Non,"199,120572",QP091021,Parfaite
0311325X,Occitanie,31,31149,Colomiers,COLLEGE,VOLTAIRE,81 allée DU COMMINGES,31773,COLLEGE,Non,Non,"199,4408114",QP031005,Parfaite
0110026U,Occitanie,11,11262,Narbonne,COLLEGE,JULES FERRY,7 rue Vauban,11100,COLLEGE,Non,Non,"200,2638556",QP011008,Parfaite
0752557X,Île-de-France,75,75120,Paris 20e  Arrondissement,COLLEGE,MAURICE RAVEL,89 cours DE VINCENNES,75020,COLLEGE,Non,Non,"203,2281015",QP075019,Parfaite
0772090D,Île-de-France,77,77083,Champs-sur-Marne,COLLEGE,JEAN WIENER,9 avenue JEAN WIENER,77420,COLLEGE,Non,Non,"204,874806",QP093061,Parfaite
0941971G,Île-de-France,94,94003,Arcueil,COLLEGE,DULCIE SEPTEMBER,1 mail GASTON DOISELET,94110,COLLEGE,Non,Non,"205,3272537",QP094002,Parfaite
0672765S,Grand Est,67,67267,Lingolsheim,COLLEGE,GALILEE,1 rue JEAN ROSTAND,67380,COLLEGE,Non,Non,"205,385104",QP067007,Parfaite
0040022C,Provence-Alpes-Côte d'Azur,04,4070,Digne-les-Bains,COLLEGE,GASSENDI,20 avenue FRANCOIS CUZIN,4004,COLLEGE,Non,Non,"205,6010697",QP004001,Parfaite
0752536Z,Île-de-France,75,75111,Paris 11e  Arrondissement,COLLEGE,VOLTAIRE,101 avenue de la République,75011,COLLEGE,Non,Non,"206,5943599",QP075020,Parfaite
0810961E,Occitanie,81,81065,Castres,COLLEGE,LES CEDRES,1 boulevard H SIZAIRE,81103,COLLEGE,Non,Non,"206,8032382",QP081005,Parfaite
0830833E,Provence-Alpes-Côte d'Azur,83,83023,Brignoles,COLLEGE,PAUL CEZANNE,103 rue DU DOCTEUR JAUBERT,83170,COLLEGE,Non,Non,"208,2416502",QP083021,Correcte
0940516A,Île-de-France,94,94033,Fontenay-sous-Bois,COLLEGE,FREDERIC ET IRENE JOLIOT CURIE,2 rue LESAGE,94120,COLLEGE,Non,Non,"208,308902",QP094029,Parfaite
0300946R,Occitanie,30,30189,Nâmes,COLLEGE,REVOLUTION,40 rue CLERISSEAU,30000,COLLEGE,Non,Non,"208,6323799",QP030004,Parfaite
0690007H,Auvergne-Rhône-Alpes,69,69019,Belleville-en-Beaujolais,COLLEGE,EMILE ZOLA,Avenue de Verdun,69220,COLLEGE,Non,Non,"209,4610808",QP069009,Parfaite
0271096V,Normandie,27,27056,Bernay,COLLEGE,MARIE CURIE,22 route DES GRANGES,27304,COLLEGE,Non,Non,"212,7684936",QP027009,Parfaite
0622947S,Hauts de France,62,62119,Béthune,COLLEGE,GEORGE SAND,43 rue Jean Macé,62407,COLLEGE,Non,Non,"213,0954698",QP062009,Parfaite
0690131T,Auvergne-Rhône-Alpes,69,69383,Lyon 3e  Arrondissement,COLLEGE,RAOUL DUFY,74 bis rue MAZENOD,69396,COLLEGE,Non,Non,"215,0951239",QP069042,Parfaite
0601449Z,Hauts de France,60,60175,Creil,COLLEGE,JULES MICHELET,70 rue JULES MICHELET,60106,COLLEGE,Non,Non,"221,2789946",QP060001,Parfaite
0623919Y,Hauts de France,62,62215,Carvin,COLLEGE,LEONARD DE VINCI,Contour DE BUQUEUX,62220,COLLEGE,Non,Non,"222,1371487",QP062003,Parfaite
0831115L,Provence-Alpes-Côte d'Azur,83,83137,Toulon,COLLEGE,MARCEL PAGNOL,38  RUE GIMELLI,83000,COLLEGE,Non,Non,"222,546048",QP083016,Parfaite
0931187K,Île-de-France,93,93013,Le Bourget,COLLEGE,DIDIER DAURAT,3 rue DES JARDINS,93350,COLLEGE,Non,Non,"223,9598844",QP093001,Parfaite
0560223N,Bretagne,56,56260,Vannes,COLLEGE,ANTOINE DE SAINT-EXUPERY,1  RUE GUSTAVE COURBET,56017,COLLEGE,Non,Non,"224,2473015",QP056009,Correcte
0382504R,Auvergne-Rhône-Alpes,38,38318,Pont-Evêque,COLLEGE,GEORGES BRASSENS,Chemin DU PLAN ET DE LA FEYTA,38783,COLLEGE,Non,Non,"224,9351963",QP038022,Correcte
0941679P,Île-de-France,94,94043,Le Kremlin-Bicêtre,COLLEGE,ALBERT CRON,5 rue MARCEL SEMBAT,94270,COLLEGE,Non,Non,"226,3312047",QP094015,Parfaite
0750550R,Île-de-France,75,75120,Paris 20e  Arrondissement,COLLEGE,LUCIE FAURE,40 rue des Pyrénées,75020,COLLEGE,Non,Non,"226,6614743",QP075019,Parfaite
0383056R,Auvergne-Rhône-Alpes,38,38193,L'Isle-d'Abeau,COLLEGE,ROBERT DOISNEAU,33 boulevard DE FONDBONNIERE,38081,COLLEGE,Non,Non,"228,0314543",QP038014,Parfaite
0410768M,Centre-Val de Loire,41,41269,Vendôme,COLLEGE,JEAN EMOND,16 avenue Aristide Briand,41100,COLLEGE,Non,Non,"228,2269618",QP041002,Parfaite
0870071E,Nouvelle Aquitaine,87,87085,Limoges,COLLEGE,PIERRE DONZELOT,12 rue DONZELOT,87000,COLLEGE,Non,Non,"229,1701011",QP087007,Parfaite
0870817R,Nouvelle Aquitaine,87,87085,Limoges,COLLEGE,AUGUSTE RENOIR,119 rue SAINTE-CLAIRE,87000,COLLEGE,Non,Non,"229,4966694",QP087008,Parfaite
0360543V,Centre-Val de Loire,36,36044,Châteauroux,COLLEGE,COLBERT,13 rue Braille,36000,COLLEGE,Non,Non,"230,0979524",QP036003,Parfaite
7200612C,Corse,20,2B033,Bastia,COLLEGE,GIRAUD,11 boulevard H.DE MONTERA,20296,COLLEGE,Non,Non,"232,4527855",QP02B002,Parfaite
0573244S,Grand Est,57,57269,Guénange,COLLEGE,RENE CASSIN,9 rue MOZART,57310,COLLEGE,Non,Non,"233,3349809",QP057013,Parfaite
0951696C,Île-de-France,95,95306,Herblay,COLLEGE,GEORGES DUHAMEL,4 place ROGER SAROTIN,95220,COLLEGE,Non,Non,"235,4223864",QP095024,Parfaite
0950037Z,Île-de-France,95,95555,Saint-Gratien,COLLEGE,JEAN ZAY,6  RUE PIERRE CURIE,95210,COLLEGE,Non,Non,"235,8174802",QP095041,Parfaite
0941032L,Île-de-France,94,94081,Vitry-sur-Seine,COLLEGE,DANIELLE CASANOVA,72 avenue DANIELLE CASANOVA,94400,COLLEGE,Non,Non,"236,8042428",QP094012,Parfaite
